0	0
0	1
0	2
1	3
1	4
1	5
1	6
1	7
1	8
2	9
2	10
2	11
2	12
2	13
2	14
3	15
3	16
3	17
3	18
4	19
4	20
4	21
4	22
4	23
4	24
5	25
5	26
5	27
5	28
5	29
5	30
6	31
6	32
7	33
7	34
7	35
8	36
8	37
8	38
8	39
8	40
8	41
9	42
9	43
9	44
9	45
9	46
9	47
10	48
10	49
10	50
10	51
10	52
11	53
11	54
11	55
11	56
11	57
12	58
12	59
13	60
13	61
13	62
14	63
14	64
14	65
15	66
15	67
15	68
16	69
16	70
17	71
17	72
18	73
18	74
18	75
19	76
19	77
20	78
20	79
21	80
21	81
21	82
22	83
22	84
23	85
23	86
24	87
24	88
24	89
25	90
25	91
26	92
26	93
27	94
27	95
28	96
28	97
29	98
29	99
30	100
30	101
30	102
31	103
31	104
31	105
31	106
31	107
31	108
32	109
32	110
32	111
32	112
32	113
32	114
33	115
33	116
33	117
33	118
33	119
33	120
34	121
34	122
34	123
34	124
34	125
35	126
35	127
35	128
36	129
36	130
36	131
36	132
37	133
37	134
37	135
37	136
38	137
38	138
38	139
38	140
39	141
39	142
39	143
39	144
39	145
40	146
40	147
40	148
41	149
41	150
41	151
42	152
42	153
42	154
42	155
42	156
43	157
43	158
43	159
43	160
43	161
44	162
44	163
44	164
44	165
44	166
45	167
45	168
45	169
45	170
45	171
46	172
46	173
46	174
46	175
46	176
47	177
47	178
47	179
47	180
48	181
48	182
48	183
49	184
49	185
49	186
49	187
49	188
50	189
50	190
50	191
51	192
51	193
51	194
52	195
52	196
52	197
53	198
53	199
53	200
53	201
53	202
54	203
54	204
54	205
54	206
54	207
55	208
55	209
55	210
55	211
56	212
56	213
56	214
56	215
57	216
57	217
57	218
57	219
58	220
58	221
58	222
58	223
58	224
59	225
59	226
59	227
59	228
59	229
59	230
60	231
60	232
60	233
61	234
61	235
62	236
62	237
62	238
62	239
62	240
63	241
63	242
63	243
64	244
64	245
64	246
65	247
65	248
65	249
66	250
66	251
66	252
66	253
66	254
67	255
67	256
67	257
68	258
68	259
68	260
69	261
69	262
69	263
70	264
70	265
70	266
70	267
70	268
71	269
71	270
71	271
72	272
72	273
72	274
72	275
73	276
73	277
73	278
73	279
74	280
74	281
74	282
75	283
75	284
75	285
76	286
76	287
76	288
77	289
77	290
77	291
78	292
78	293
78	294
78	295
78	296
79	297
79	298
79	299
80	300
80	301
80	302
80	303
81	304
81	305
81	306
82	307
82	308
82	309
82	310
83	311
83	312
83	313
84	314
84	315
85	316
85	317
85	318
86	319
86	320
86	321
87	322
87	323
88	324
88	325
88	326
89	327
89	328
89	329
89	330
90	331
90	332
90	333
90	334
90	335
91	336
91	337
91	338
92	339
92	340
92	341
93	342
93	343
93	344
93	345
93	346
93	347
94	348
94	349
94	350
94	351
94	352
94	353
95	354
95	355
95	356
95	357
96	358
96	359
96	360
96	361
96	362
96	363
96	364
97	365
97	366
97	367
97	368
97	369
97	370
97	371
97	372
98	373
98	374
98	375
98	376
98	377
98	378
98	379
98	380
98	381
98	382
99	383
99	384
99	385
99	386
99	387
99	388
99	389
99	390
100	391
100	392
100	393
100	394
100	395
101	396
101	397
101	398
101	399
101	400
101	401
101	402
102	403
102	404
102	405
102	406
102	407
103	408
103	409
103	410
103	411
103	412
104	413
104	414
104	415
104	416
104	417
104	418
104	419
104	420
105	421
105	422
105	423
105	424
105	425
105	426
105	427
106	428
106	429
106	430
106	431
106	432
107	433
107	434
107	435
107	436
107	437
108	438
108	439
108	440
108	441
108	442
108	443
108	444
109	445
109	446
109	447
109	448
109	449
110	450
110	451
110	452
111	453
111	454
111	455
111	456
111	457
111	458
111	459
112	460
112	461
112	462
112	463
112	464
112	465
113	466
113	467
113	468
113	469
114	470
114	471
114	472
114	473
115	474
115	475
115	476
115	477
115	478
116	479
116	480
116	481
116	482
116	483
117	484
117	485
117	486
117	487
117	488
118	489
118	490
118	491
118	492
118	493
119	494
119	495
119	496
119	497
119	498
119	499
119	500
120	501
120	502
120	503
120	504
120	505
120	506
121	507
121	508
121	509
121	510
121	511
121	512
121	513
122	514
122	515
122	516
122	517
122	518
123	519
123	520
123	521
123	522
123	523
123	524
124	525
124	526
124	527
124	528
124	529
124	530
124	531
125	532
125	533
125	534
125	535
125	536
125	537
125	538
126	539
126	540
126	541
126	542
126	543
126	544
127	545
127	546
127	547
127	548
127	549
