738	738
739	739
740	740
741	741
742	742
743	743
744	744
745	745
3938	3938
4525	4525
2209	2209
4324	4324
1793	1793
1792	1792
1791	1791
1790	1790
1789	1789
1788	1788
1787	1787
4322	4322
1784	1784
3577	3577
4526	4526
4327	4327
4250	4250
4326	4326
3853	3853
4276	4276
3576	3576
3359	3359
2657	2657
2655	2655
2656	2656
2653	2653
2267	2267
2651	2651
2652	2652
1003	1003
1004	1004
1001	1001
1002	1002
615	615
613	613
614	614
94	94
716	716
717	717
718	718
719	719
712	712
713	713
714	714
715	715
619	619
620	620
621	621
4169	4169
758	758
759	759
756	756
757	757
754	754
755	755
752	752
753	753
3189	3189
3578	3578
1773	1773
1774	1774
1771	1771
1772	1772
1605	1605
1604	1604
1607	1607
1606	1606
1608	1608
1785	1785
418	418
4335	4335
1781	1781
1782	1782
1783	1783
549	549
1599	1599
1598	1598
1597	1597
1596	1596
3350	3350
641	641
2211	2211
639	639
640	640
1750	1750
1751	1751
1748	1748
1749	1749
1759	1759
1590	1590
1761	1761
1762	1762
1587	1587
1586	1586
1589	1589
1588	1588
3347	3347
2210	2210
4622	4622
4621	4621
4620	4620
4619	4619
2641	2641
2250	2250
3580	3580
2637	2637
2636	2636
2639	2639
2251	2251
1042	1042
1041	1041
1044	1044
1043	1043
4380	4380
1045	1045
1556	1556
2554	2554
2553	2553
2552	2552
2551	2551
1546	1546
1543	1543
1542	1542
1545	1545
1544	1544
4301	4301
3691	3691
910	910
909	909
906	906
905	905
908	908
907	907
1562	1562
1561	1561
1564	1564
1563	1563
1565	1565
4769	4769
2620	2620
1733	1733
2622	2622
2621	2621
2624	2624
2623	2623
898	898
897	897
1223	1223
4798	4798
1219	1219
1220	1220
1221	1221
1222	1222
1730	1730
4013	4013
1033	1033
1032	1032
1031	1031
1030	1030
1029	1029
4644	4644
8	8
7	7
6	6
5	5
16	16
15	15
18	18
17	17
3479	3479
19	19
3936	3936
4349	4349
1375	1375
4726	4726
4651	4651
1371	1371
1372	1372
1373	1373
1374	1374
1367	1367
1368	1368
1369	1369
1370	1370
3478	3478
1278	1278
1279	1279
1276	1276
1277	1277
